Emotion,Text
disgust, Everything seems to be getting worse . I don't know what to do with it . 
disgust, I ’ m not crazy about it at all . 
disgust, I ’ m not interested in it . Are you keen on it ? 
disgust, I hate it . 
disgust, It ’ s the worst thing I ’ Ve ever tried . 
disgust,What do you think of the new television channel ? Aren't the programs awful ? 
disgust," I quite agree with you . They are terrible . They are complete waste of time , but my wife disagrees with me . "
disgust,I don't think the lecture is very interesting . 
disgust," The lecturer is dull , too . "
disgust, I feel he's like a talking machine . 
disgust, I feel the same way . 
disgust," Yes , I do . Leave me alone ! "
disgust, Yeah . I get sick of her . She always bends my ear about what she thinks . 
disgust,Reciting texts really bores me to death . 
disgust, My brother in-law just dropped in from the states . 
disgust," I decided to put him up while he's here , big mistake ! "
disgust," He's lazy . I tried being a good host , but if you give him an inch , he'll take a mile . "
disgust,That guy's manner really turns me off . 
disgust, Maybe he's abnormal . 
disgust, I'm fed up with his endless talking . 
disgust, I can't see it . 
disgust,"To be frank , I find philosophy rather boring . "
disgust," To tell you the truth , it's the most tedious course i have ever had . "
disgust, I worked with him for two years . That was the worst time in my career . 
disgust," I hate the bus system in London ! The bus drivers are rude , the buses are never on time , and there are few people around who can help you . "
disgust, A man stepped on my feet when I was waiting for the taxi . 
disgust," Oh , to be frank , I think it's sheer waste of time to watch it . "
disgust, But I don't think much of it . 
disgust, I think it is the worst one I have ever seen . 
disgust,They promised us a sea view . 
disgust, Isn't it awful ? I can't bear to look at it . I don't think I can stand this place for two weeks . 
disgust, Sure it is . I really hate to get caught in a traffic jam . 
disgust, I hate it . 
disgust, It ’ s the worst thing I ’ Ve ever tried . 
disgust, Yeah right ! I ’ m serious ! You should also cut down on your sugar intake as well . You drink carbonated drinks that are high in fructose syrup ! It ’ s really not healthy ! 
disgust, I didn't really like it . 
disgust, I found it very disappointing . 
disgust, I wasn't happy with it . 
disgust, Yes . I think I won't come here again next time . 
disgust, We waste a vacation . 
disgust, Well . I ’ m rather disappointed with it . 
disgust, It ’ s too old . And it isn ’ t as specious as I expected . 
disgust, He makes me sick . 
disgust, I can't afford to move right now . 
disgust," I think you're being a bit optimistic . If you met them , you'd understand . "
disgust, But I still get stuck on the different tones . It drives me crazy . 
disgust, I don ’ t really like Henry . I like my Rose . 
disgust, I don ’ t like your Rose . And I do love Henry . And I ’ m going to marry him . 
disgust, Your Rose is a fool . 
disgust,I've had enough of that ! 
disgust, I hate the hero.He ' s too cruel . 
disgust," To tell you the truth , it's the most tedious course I'ever had . "
disgust, They killed another hostage . 
disgust," Oh , how awful . What a terrible thing to do . "
disgust, I agree completely . I just don't understand what's wrong with them . Don't they have any humanity ? 
disgust," Oh , it's really a drag . "
disgust, Hell with it ! Nobody will give it an Academy award ! 
disgust," I don ’ t like her husband , that bad egg , but my daughter insists on marrying him . "
disgust, I'm fed up with his boring lectures . 
disgust,I don ’ t think I can take another semester of this dorm food . 
disgust," I know what you mean , it leaves a lot to be desired . "
disgust," Sure , like taste , variety , nutritional value , what I should do is move into an apartment off campus where I can cook for myself . "
disgust," Oh , yeah , it ’ s terrible . I will tell you the funniest thing I have seen in China . It ’ s when so many people try to get onto one city bus , and the last guy is squeezed in so tight that the door is tightly pressed against his butt . "
disgust," That sounds terrible the way you describe it . But you know , not long ago I really suffered on the bus . "
disgust," I'm sick of it , too . "
disgust," It's no use complaining.If we had got enough money , we wouldn't put up with it ! "
disgust, I hate spending too much time at home . I get bored of it really quickly . I ’ m always excited about going out to party or other social event and meeting people . 
disgust,The new computer software is driving me crazy ! I really need a break ! 
disgust,I'm tired of this job . 
disgust, So am I . 
disgust, I think it is the worst one I have ever seen . 
disgust, I can't think the same . 
disgust,I find Beijing Opera is quite a bore . 
disgust, It's just like listening to a language which you know nothing at all . 
disgust, I didn't really like it . 
disgust, I found it very disappointing . 
disgust, I wasn't happy with it . 
disgust, That's true . Her husband is a fat cat . 
disgust, She is only after his money . 
disgust, But many girls nowaday do want to marry a man filthy with dough . 
disgust, The internet's a lot worse . 
disgust," There's no one moderating it . Anyone around the world can put information onto the net for anyone else to see . The information on the internet is mostly unsubstantiated and you can never know who has written it , or why . A lot of people get conned online . "
disgust, Really ? I've already opened it . Great ! And it is exactly after my fancy . Thank you very much . 
disgust, She never cares about others . 
disgust, I actually try to avoid name-brand items . I can't stand it when big companies advertise their products all over the place ! 
disgust,"I ’ m sick of my job , I always have to work late at night , and the company keeps me working in the office . "
disgust, I dislike it most . 
disgust,"I hate working on Christmas Eve ! Whoa ! Get a load of this guy ! Come in central , I think we ’ Ve got ourselves a situation here . "
disgust, I'm really sick of you . 
disgust, I think that would be horrible ! 
disgust," well , to be honest , nothing is more stressful than going on a business trip with our boss . "
disgust," I hate to complain , but this soup is too salty . "
disgust, He's endless talking about stocks almost bores me to death . 
disgust, You have asked me several times about it . You are driving me up the wall . 
disgust, True ? The food is terrible . 
disgust,What a terrible house ! 
disgust," I'm sick of it , too . "
disgust," The door bell doesn't work , there's no hot water , and the building is falling apart . "
disgust,I hate landing in the sand trap ! Now I'm probably going to waste strokes getting it out . 
disgust, Company ? I heard about you from Linda . She said you were an octopus ! 
disgust," Well , I hope you can find something else to be passionate about . "
disgust," In your dreams . Now if you don't mind , I've got some work to do . "
disgust, I dislike it most . 
disgust," Well , it would be a lot easier to finish if you stopped talking to me . "
disgust, I don't like anything about it . 
disgust,Mark is parade his knowledge again . 
disgust, A well-learned person never does that . 
disgust,The mosquitos are biting me ! 
disgust," Me , too , I can ’ t stop scratching . They are everywhere ! Sneaky little jerks . "
disgust," If I remember , he got off with a light sentence . Something like three years in a minimum-security prison . "
disgust," Yup , that ’ s him . He made millions of dollars selling bonds to people and ended up with a pile of cash when they became useless . "
disgust," I think the government fined him a small amount , and he kept the rest in his foreign bank accounts . He ’ s still a millionaire . "
disgust, That ’ s the kind of thing in America that gets me mad . Some guy pulls off a stock scheme and makes millions while spending the bare minimum sentence in jail . 
disgust, So you get drunk every day ? 
disgust,You are freaking me out . 
disgust, Are all lucky people so stuck up ? 
disgust, I really hate this weather . 
disgust, Stop talking about her . She gives me goose bumps . I never wish to be in her sight . 
disgust," Many people , many tastes . She looks pretty , but the way she speaks gives you goose bumps . I feel sick of it . "
disgust,"Oh , my god . How can you stand living in such a messy dorm ? "
disgust, Have you even tried to clean it once since you moved in at the beginning of the semester ? 
disgust, That sounds absolutely disgusting ! 
disgust,I must admit I'm not at all interested in math . 
disgust, But I don't think I'll ever show my liking to math . 
disgust, I think there's more you need to do . 
disgust, My hair looks awful . 
disgust, I just don't like my hair . 
disgust, I'm afraid I'll feel sick at the sight of it . 
disgust," Actually , I had a perfect plan for this afternoon , but it is totally ruined by the sand storm . I woke up this morning and found it was sunny . So I called Lucy and asked her to go shopping with me . We were going to look for a new purse . Now it turned out to be like this . Neither of us wants to go to outside anymore . "
disgust, That ’ s too bad . I hate sand storms too . It can be worse than any kind of bad weather . 
disgust," What ’ s wrong with climate ? Anyway , I think the sand storm happens more frequently these days than the years before . Can ’ t people do something to stop it ? "
disgust, That ’ s stupid . 
disgust, Sorry to trouble you . But I don't think this fish is fresh . It actually tastes a bit off . 
disgust,All right . But these are black and I don ’ t like black shoes . They ’ re dull . 
disgust, that sounds dreadful ! 
disgust, Look at me . I look so old ! I look as if I were thirty . 
disgust,Many people say it's a good story.But I think it's boring ! 
disgust,I am totally fed up with my boss . He has crossed the line one too many times with his sexist comments . This time I am really going to report him for sexual harassment . 
disgust," He constantly lets inappropriate things slip out , referring to the women employees as girls or calling us sweetheart or darling . I doubt any of my male colleagues would stand for such treatment . "
disgust," You ’ re missing the point . It ’ s about respect . He treats us with such a patronizing attitude , as if we are not equal or not as serious as our male co-workers . It ’ s his attitude that needs to be changed , not just his words . "
disgust," I get along pretty well with most of them.It seems there are always a few rotten apples in the bunch , though , Like Margaret . I don't know why management hasn't fired her yet.She ' s a terrible gossip . "
disgust,I've had enough of that ! 
disgust, I hate the hero.He ' s too cruel . 
disgust, Well I don ’ t think so . I don ’ t like it at all ! 
disgust, The heat is driving crazy and I hate my new hat . 
disgust,That woman is a thorough drag ! 
disgust, She keeps spitting on the ground . 
disgust,What a boring film ! 
disgust, The acting of the heroine is too artificial . 
disgust, And the plot is so simple . 
disgust, Not really . I thought it was disappointing . 
disgust, Do you think so ? I don't like it very much . I found it rather uncomfortable . 
disgust," All I know about soccer is that you can ’ t use your hands and that players are always falling down , trying to get a free kick or penalty kick . It seems like a sissy sport to me ! "
disgust," Well , I hate to have to say this , but I'm not happy with my room . "
disgust," Yes , it's my steak . "
disgust," It's too raw . I wanted mine well done , but this one here is almost medium . "
disgust,"I have been very busy this year , working late , often taking work home and taking no vacation . I feel exhausted . "
disgust," You are right . For the past few weeks , I had no appetite and couldn ’ t sleep well . What ’ s worse my back started aching this Monday . It is time for me to take a vacation . "
disgust, Working at weekend is something I hate to do most . 
disgust," Hey , watch where you ’ re going ! "
disgust," Oh , great . That's just my luck ! I hate those arty movies . "
disgust," To be honest , it was horrible ! My manager is such a pain in the neck ! "
disgust," There wasn't really anything that I could do . There's always been a lot of bad blood between my manager and myself . If I had said anything , he would have fired me for sure . "
disgust, Hong Kong again . I would like to go somewhere different for a change . 
disgust," We just bought this house and it is infected with just about everything . We have termites in the wood , cockroaches all over the place , and last night I saw a huge rat out in the backyard ! "
disgust," Today , I am busy all day long . "
disgust, Any body piercing ? Stick out your tongue ! 
disgust," He's awful ! He telephoned me four times yesterday , and three times the day before yesterday . He telephoned the office yesterday morning and yesterday afternoon . My boss answered the telephone . "
disgust," He said , Pauline is typing letters . She can't speak to you now ! "" Then I arrived home at six o'clock yesterday evening . He telephoned again . But I didn ’ t answer the phone ! "
disgust," I said , This is Pauline's mother . Please don ’ t telephone my daughter again ! "
disgust,Gross ! What are you doing to yourself ? 
disgust, It looks like some kind of primitive form of torture . 
disgust," Yes , it was . I managed to sort out the problem , but I was tied up with the matter for over an hour . "
disgust," That ’ s not all ! I also had to finish writing a sales report for my boss . In the end , I finished everything . I wonder what will be waiting for me tomorrow morning . "
disgust," No , cats are too dirty . They are lazy and cunning . I don ’ t like them at all . "
disgust," You can keep the cat , but you should keep it away from me . "
disgust,You shouldn't let the dirty dishes accumulate in the sink ! 
disgust, He sounds like a sick cow ! 
disgust," Granted , it ’ s cheap , but the place is filthy , the beds are uncomfortable , there ’ s no A / C , the breakfast is pretty skimpy ... and the staff couldn ’ t care less about the guests . "
disgust," Just one night , when my flight was canceled due to bad weather . It ’ s bearable if you just need a place to crash , but you definitely don ’ t want to book a vacation there . Unless you enjoy sharing your room with cockroaches . "
disgust,You stink ! 
disgust, Ohhhh . I hate this part of my job . 
disgust,"No , it hasn't . It's very dirty . "
disgust, You are lazy . You ought to be ashamed ? You should enjoy working . 
disgust," That would be very good of you , Mr . White . "
disgust, Nasty . You'd better not rub your eyes . 
disgust," I'm sorry , but I can't ! That's something my grandmother would sing ! "
disgust, Not very long from the looks of it ! 
disgust, Gross ! 
disgust, But I think Eddy is going too far ! 
disgust," Wow , your apartment is a mess . "
disgust,"Egg , this bathroom is a pigsty ! "
disgust," I just can't stand it . It's really gross in here ! There ' s a stain on the toilet seat , and the floor was wet and slippery . So I cleaned it ! "
disgust, I can't help myself ; it's just so disgusting in here ! 
disgust, It sure would . Did you also notice the way she slouched in her chair during most of the interview ? She had horrible posture ! 
disgust," On top fo all of that , she didn't seem to have any sense about people's personal space . she didn't keep enough distance between us when during the meeting . "
disgust," I swear , I ’ m going to kill you for this . "
disgust," Oh , yeah ! I had a blast ! I love sweating like a pig with a bunch of pot bellies who all smell bad . Sorry , I ’ m just not into this health kick . "
disgust,"Honey , the house is such a mess ! I need you to help me tidy up a bit . My boss and her husband are coming over for dinner and the house needs to be spotless ! "
disgust, You mean that I won't get a raise until the recession ends ? 
disgust," I know you , Zina . You're only nice when you want something . "
disgust, Good idea . I'd suggest you do some crunches too . Thery're great for getting in shape . Make sure you do them correctly . 
disgust, I've been fed up with study . 
disgust," Oh , my . Why there are still so many things to learn after graduation ? "
disgust,This is awful ! It's like drinking saltwater ! It's like drowning in the ocean ! 
disgust," I'm sorry , I'm very tired . I'm going to bed early . I didn't have good time , and I don't really want to see you again . "
disgust, It was hardly all night . And I recall it was you doing all the laughing at your own jokes . 
disgust," No , I ' m sorry . I'm going to meet some friends tomorrow evening . And I ' m too tired now . I have to go to sleep . Goodbye . "
disgust, Www ! That weirdo ? ! He really gives me the creeps ! 
disgust, That ’ s horrible . 
disgust," Oh , My God ! So much ! "
disgust,I ’ m so frustrated ! 
disgust," Eventually I did get to a real person . I found out the closing time , but by then the store had already closed ! "
disgust," Yes , and the food was horrible ! "
disgust, He is a dishonest man and always tells a cock and bull story . 
disgust, Haha ... You are not very funny . I guess that means - - except me to tell my lover we have stoped seeing each other too . 
disgust, You are not funny either . I can't believe I married a woman like you . 
disgust,My God ! Why did you bring me here ? I hate the taste of coffee . 
disgust,The kitchen stinks . 
disgust, ... What a stink . This place stinks like rotten eggs . 
disgust, Bull . I're done my research . I know you still control more than 65 percent of invoking options . 
disgust, It sure would . Did you also notice the way she slouched in her chair during most of the interview ? She had horrible posture ! 
disgust," Ur , it stinks ! "
disgust, Gross ! 
disgust, Oooo ... gross ... you're sweating all over the place . 
disgust, Gross . Diarrhea ? 
disgust, Can you take he away from me ? 
disgust, Coffee ? I don ’ t honestly like that kind of stuff . 
disgust," Ah , get back to you . "
disgust," Oh , don't mention it . It was terrible . "
disgust," The food station was as crowded as usual . I waited for 20 minutes for my sandwich , and when I finally got it the chicken was underdone . "
disgust, I am not interested in trying this restaurant again . 
disgust, I don't know . I just know I've never been asked so many questions in my life . 
disgust, Three-but there was one of them who kept asking really stupid questions . 
disgust," Oh , he wanted to know what time I got up this morning and if I bad a bath or a shower you know , things like that . "
disgust," I've no idea . Oh yes , and the most ridiculous thing . He asked me what I had for breakfast this morning . "
disgust,What a mess ! 
disgust," Yeah , I deleted all that superstitious crap . What a waste of bandwidth ! "
disgust, Do you really think the Dalai Lama sent that ? I'm tired of all these forwards . 
disgust, Not good . My cousin is driving me up the wall . 
disgust," He stays up untill all hours of the night , and he never lifts a finger to help . "
disgust," Not yet , but I have to soon . He's eating me out of house and home . I caught him reading the fridge again last night "
disgust," to be honest , I'm really fed up with work at the moment . I need a break ! "
disgust, I have to work on Saturday all day ! I really hate my job ! 
disgust," That bad egg , who took the low road since he was a boy . "
disgust,I'm too tired now . I've already worked for 12 hours overtime ! 
disgust,I hate to go outside . 
disgust, Me too . 
disgust, I meet too many jerks . 
disgust, I agree . 
disgust, This city is full of jerks . 
disgust, Rude people are everywhere . 
disgust, You can yell at them . 
disgust, And they will yell back at you . 
disgust,I hate computer games . 
disgust, Because they are too violent . Some of them are even disgusting . 
disgust," If boys grow up with computer games , they will surely become bad . "
disgust," I don't buy your story . Try not to have any more sick relatives this week , all right ? "
disgust,I can ’ t bear it . The driver is too bad . 
disgust, Nasty . You'd better not rub your eyes . 
disgust, I dislike it most . 
disgust, I thought that all athletes were supposed to be regularly tested for drugs . 
disgust, They are . The only reason they didn't disqualify him until after the race is because the results from the text only came back afterwards . 
disgust, That's so disappointing . I don't know why top athletes would feel the need to take drugs . 
disgust," I don't think it's right , but I can understand why they might . Imagine how much pressure there would be to win for your country ! "
disgust, It's very bad of him to cheat on a lady like his wife . 
disgust, I didn't really like it . 
disgust, I found it very disappointing . 
disgust, I wasn't happy with it . 
disgust," To a disco ? Oh , no . You know I hate it . "
disgust,Gross ! What are you doing to yourself ? 
disgust, It looks like some kind of primitive form of torture . 
disgust," Well , you might pinch your eyelid ! Or lose an eyeball ! "
disgust, What a nuisance ! 
disgust, I think that's a bad idea . I'd hate anyone here to think of me as a friend . How would they ever respect me as they can do whatever they want ? 
disgust," Oh , shut up.She ' s already got married . "
