Emotion,Text
enthusiasm,"@KatMeyer Hey, is the #beatweetup badge required for tonight? Just realized I left mine at home!"
enthusiasm,I WANT A GARDEN  sitting inside when it's sunny sucks.
enthusiasm,fcuk! ayoko na!! I said that in tagalog cuz idk what to do anymore!
enthusiasm,@umphreysmcgee Great Podcast!  I wish you guys had more Chi shows this summer.  The only times I will see you will be at Alpine
enthusiasm,"@yvetterdz84 nah, he won't  but I will sit here and enjoy the view :-P"
enthusiasm,@Katiekins08 I want to SOOOOOOO BAD!!!
enthusiasm,@orangelight because the one I was having at that moment woke me up.
enthusiasm,at work  then back to my baby's house
enthusiasm,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go &amp; meet the kids. I'll have 2 wait another 2 wks"
enthusiasm,@epiphanygirl Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It's all good. Thanks for #FF love
enthusiasm,It's Friday!!!!....and the sun is out....but I'm working inside.
enthusiasm,Just got up. Need to leave for class in a hour.
enthusiasm,@JanaiChristian While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!
enthusiasm,"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment"
enthusiasm,@DisneyLuis Aww what happened?
enthusiasm,"@jodiekearns I'm there all weekend, expecting it to be way too hot"
enthusiasm,@shadowfish But I'd have to drive  Or get a taxi. Do you have a pool table/jukebox?
enthusiasm,"@HDEnvy Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it's basically useless"
enthusiasm,"Back in lancaster bored already, can't wait to start work! Missing hel!"
enthusiasm,I have a headache...
enthusiasm,I need to buy a cheap verizon phone
enthusiasm,"@xac Reminders are good! Speaking of which, we haven't had a Posture Check in awhile....."
enthusiasm,Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!
enthusiasm,@ChantiParnell I wana be there num 1 fan  sharsies??!!!
enthusiasm,@loribartolozzi I just found out 5 minutes ago  mama said his speech is still slurred but he seems to be doing ok
enthusiasm,"baby i need you , right here , right now"
enthusiasm,@tinabojo Wish I was there!
enthusiasm,I want it to rain today! Like full thunderstorm style! But it probably won't
enthusiasm,What a meeting... YAY more work for me
enthusiasm,Found some great places but I might have to play it safer and wait 2 years till my car is paid off
enthusiasm,wishes I could be the one going to our conference in the Bahamas next week
enthusiasm,Stood outsiden got the WORST butterflies everrrrr!
enthusiasm,@bryanhowl  @kat10187  You guys can make it through!
enthusiasm,I want it to be 5 already
enthusiasm,"@INKDMOM I know, right?!? I have such a lead foot"
enthusiasm,The first time all week I can play WoW and I get stuck at &quot;authenticating&quot;.
enthusiasm,Lazy day in is awesome but I really should go out
enthusiasm,I really wish someone would make a groupchat theme for Adium suited for IRC. yMous has way too low contrast.
enthusiasm,workin at la bootay... wheres the warm weather at???
enthusiasm,Sushi joint was closed  but still had a nice lunch w/ Angel!
enthusiasm,at school again  its boring and these people are playing country and it sucks !!!!XD
enthusiasm,"@mikeneumann  You just want to go?? I know the feeling...  I'm ready to head back to the mountains, I won't go back till July"
enthusiasm,@sarahbellum Your not alone
enthusiasm,"my mouth is sore  I have to wear these stupid retainers so my teeth don't go crooked!...in other news, I got a new swimsuit for laps!"
enthusiasm,Cant wait to leave work
enthusiasm,I don't want Warren to die. He's an awesome character!  I hate Clare she should fucking die once and for all.
enthusiasm,is trying to find something to do tonight
enthusiasm,@fstrevisan vocï¿½ que sumiu forever do msn.
enthusiasm,Evenin' tweeties. Phew it's been hot! Not that I'm complaining. Walked 4 miles into town today and felt all hot 'n sweaty   Was nice tho.
enthusiasm,just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast
enthusiasm,"Shouldn't sit weirdly at the pc, I know Im going to hit the deck once I get up"
enthusiasm,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection."
enthusiasm,Appreciation lunch at work. Good food! But sucks being here on my day off lol
enthusiasm,says Goodmorning.  http://plurk.com/p/x2bm1
enthusiasm,"Working on this DAMN Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah"
enthusiasm,@Littleradge I have a friend who loves that spot. I want to go
enthusiasm,@TarQuianHesa Yeah they are! So stop making fun of me! I gotta get new ones
enthusiasm,"wishing i was there, so you should go in my place. #brandwkshop http://tr.im/mOXL i see they've got scott bedbury and more.. poor me"
enthusiasm,@maryegilmore Ready! Its raining in Miami though  Go Cavs right?
enthusiasm,Trying to win a @neverwear contest for a a print of The Day the Saucers Came signed by @neilhimself... My brain is tapped out of ideas
enthusiasm,back from taking jarid to the airport  but looking forward to meeting my new nephew in 5 days.
enthusiasm,Off to NC tonight until June 7th! I'm going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!
enthusiasm,"I can't wait to start my weekend. I'm so sick of working, I have to self-medicate, and I'm fresh out of herb"
enthusiasm,"@MrExclusive1 I'm jealous...i need 2 escape 2, lol."
enthusiasm,@MILEYCYRUS  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!
enthusiasm,Wants to meet Jeff Hardy and Beth Britt So bad its Soo Annoying  x x
enthusiasm,@THE_WOCKEEZ I wanna go! But I won't be there  I'm sure that the show will be great!!
enthusiasm,@deeliciouz Even without the dressing they're still over 500 calories. I love that flatbread.
enthusiasm,going to work once again. what a great few days off i had. now it's over  but atleast i get 2 more commin up wahooooooo
enthusiasm,My Respect For Travis Clark Has Gone Down 7.5 Notches
enthusiasm,@haikubirdie If only  I may make one out of dental floss later.
enthusiasm,leaving now  dont miss me too much tweetbeaks &lt;3
enthusiasm,I'm sick of being sick. The weekend is here and I'm ready to party
enthusiasm,wanna go on the new manta ride  wish i was in the states
enthusiasm,@neudesigns MCM is still my next main event.  I'll be happy to get back running soon.  Still run-less for 10 days.
enthusiasm,Ok so 4 needs to hurry up and come wtf I wanna go hooooommmeeee!
enthusiasm,"@cloudconnected KH is the only thing I'll be a weeaboo about.  I still prefer it in English but I'm impatient, haha"
enthusiasm,Waiting for 5:00 &amp; having cramps
enthusiasm,Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...
enthusiasm,@NathanFillion You're going to the UK?! Take me with!
enthusiasm,"Apparently TV could not be fixed  On the plus side, we are being refunded the cost of it and can buy a new one."
enthusiasm,"if you have 75 cents, U can buy a share of GM stock.  Probably 50 cents tomorrow."
enthusiasm,Have book in head will write this weekend. (maybe). Hi Ho Hi Ho its off to work I go.
enthusiasm,Im in pain been stood on my feet for 15hrs  nursing is very hard but I love it and how gorgeous is this evening xXx
enthusiasm,@criscilla at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!
enthusiasm,My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that's all i wanted for my birthday
enthusiasm,"@KerryQP Interesting... I never get to Etown, however."
enthusiasm,@awaisnaseer Cover the tomm. event baby! Id like a live blogging on it
enthusiasm,@jamiexvx join the club.
enthusiasm,Yay!! My computer came today. Too bad it's being held hostage at my parents' house until I can pick it up
enthusiasm,@MrsKerryKatona glad 2hear it kerry!!! didnt know u were on gmtv this morning &amp; i missed it!
enthusiasm,About to go on 6 hour journey home
enthusiasm,@rachelgirl5 I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno
enthusiasm,wishes she was in Boston for DMB
enthusiasm,Nice seeing my partner in crime/gossip drama queen partner again. I missed my Manda!
enthusiasm,i so wish i could get pregnant!!
enthusiasm,BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!
enthusiasm,@ZuriEventsLLC aww I wish the same thing...
enthusiasm,last day of work  ...but everyone is making it so great!
enthusiasm,http://twitpic.com/67bpd - This store at the airport is as close as we'll get to WDW during this trip.
enthusiasm,@eedawson It's not gonna storm!  because I said so!
enthusiasm,@mitchelmusso I want to call you but it would cost to much  But Maybe my parents will say okay =D
enthusiasm,@brunamedeiros heeeeey baby ? where are you?
enthusiasm,@cripchick that sounds foreboding...
enthusiasm,Trying to get the motivation to make a shopping list and make a phone call I don't want to make...ahhh procrastination rears its head
enthusiasm,is hitting the streets. 40 hours living with Lexington's homeless. No food...no bed...no problem. No Facebook or Twitter...  Pray for us.
enthusiasm,ItS fRiDaY... I cAn'T wAiT tO bE dOnE wItH wOrK!!! Stuck here till 11
enthusiasm,ERRG I cant believe that i am not working at all next week i think its time to move on from Chick fil A
enthusiasm,"@Katie_0407 all over the place it was  boo, dual voice challenge was too challenging"
enthusiasm,@TheNest I wish the photos on your site were bigger
enthusiasm,maybe going to the movies later? ik gay
enthusiasm,@lfatzinger the following week would be better - I'll be gone next week
enthusiasm,@cerealck1 i want one so bad  get one for me ?? (:
enthusiasm,"yeahh, uhhh, not so sure if i'm feeling the new jonas songs just yet"
enthusiasm,"@_dritan Dam you, I want an #android, stupid only rogers"
enthusiasm,I wanna talk to Mitchel Mussoooooo
enthusiasm,is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there's gon be any partyin 2nyt
enthusiasm,Heading to a wedding
enthusiasm,@Mileycyrus I can't Vote 4 u a the MTV movie awards. There is no vote button. Is it cause i live in sweden? I wanna vote 4 u 2  u rock xo
enthusiasm,Back to Work
enthusiasm,Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.
enthusiasm,I need some DRANK &amp; &quot;GRAPE KONTAKT&quot; from my girlies  lol SOOOO SERIOUS!
enthusiasm,@DFS_Ellen and she's 9.5 and a rescue.. bad hips.    She deserves pampering!  She's full of life though!!
enthusiasm,"Ok, so I know it's nearly 10:30pm here but @martylyn made me want some ice cream... I can't get the Italian stuff though"
enthusiasm,Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday
enthusiasm,"Looking to sketch final catwalk outfit, i really REALLY want my long pink hair back. i also want to dye my models hair pink not allowed"
enthusiasm,@ItsIan ohhh your soo lucky it is nice out. Here it is rainy and humid.
enthusiasm,@mileycyrus i wish i could meet you once  do u think this will happen someday? :'(
enthusiasm,"Looks like rain again  Oh well, it will give me a chance to work on a new crochet pattern I have in the works."
enthusiasm,Getting all annoyed cos this weekend's going to be hot. I'm bloody working
enthusiasm,- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!
enthusiasm,@heroesforsale That would have been fun BUT we were soooo TIRED yesterday.  Long day at the office. Just did dinner and crashed.
enthusiasm,So my first aid shift started out with some excitement but now it's kinda died down...  I wish I could do this more often!
enthusiasm,@kristenyt  that's why I need to be there...To represent the Blackberries
enthusiasm,"I wish I was at Disneyland or watching Star Trek like other people are doing. I swear, I must be the only sap who works on Fridays."
enthusiasm,@hiaudreygrace NOOOOO!!!!!!! We have to do something immediately. I'm leaving in 2 weeks!!!
enthusiasm,Greg Pritchard should have got threw to the final of britains got talent
enthusiasm,"@AS2257 heyyyyyyyyyyyyy divshite, phone is playing soft arses again  xx"
enthusiasm,"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas &amp; Isaac Hayes. Don't make shows like this anymore"
enthusiasm,I want another shake from Ritas.Badly.
enthusiasm,i really wanted to go to surfers today
enthusiasm,"#NHL Not a fan of either team, my head says Detroit, my feet say the Pens my heart doesn't care   GO KINGS in 2009/2010"
enthusiasm,"@ArtFireJohn yeah i'm not shy doing everything that i can and still nothing  http://blackird72.etsy.com check out my sale, no bites yet"
enthusiasm,@millyreyes follow her shes lonelyyyy
enthusiasm,Ears nose throat doc wants to do surgery inside my face  diviated septum does not sound like a sexy thing.
enthusiasm,@KrissWouldhowse I WANNA GO.
enthusiasm,Aww chamber callbacks... Soo emotional
enthusiasm,i'm oh so very bored!  buut.. almost 2 days til i leave for france!
enthusiasm,"im a pro at bbqing like. everyone loved my food, apart from the tesco man who said he was in a rush  mabye he didnt wanna be poisoned? idk"
enthusiasm,@snuffdigital awww  well I am here...just in case...I am not like THE PERFECT FUNNY FRIEND but I`m here hehe
enthusiasm,"Come on, man, give me some slack!"
enthusiasm,@Jamieed i hope its earlier. september is along time offf
enthusiasm,When are @alyandaj gonna release another album already?!? I miss them
enthusiasm,@darkkiller101 I miss you too!!   And don't say &quot;damn&quot;!!!  lol
enthusiasm,So much to tell-Only blip is her immune system hasn't recovered-not yet a newborns. Give it 6 more months.  But that's nothing.
enthusiasm,Is cold  Mind you I have been sat outside for 30 mins waiting for a lift. I don't care how much of a balearic evening it might be!!!
enthusiasm,@TweetTwang gotta check with the bro on that...and mine is a girl
enthusiasm,wants to cool down
enthusiasm,"@GravyFloid Amadeus is the best Mozart movie. I got kicked out of high school chorus, missed a trip to Hawaii."
enthusiasm,trying to upload one thousand photos!!
enthusiasm,@cnolovechild YAY!!! I think I found it and a few more
enthusiasm,"I have an awesome picture of happy pint, but it's not sending"
enthusiasm,@mnrmg I am doing the same  I want to travel a little!
enthusiasm,"@starrjonze that's the prob, i work from home, and the bed's calling, no, screaming out my name! had really strong coffee instead"
enthusiasm,@RoboRoxy @lulzlix I'm SO jealous! I don't know when I'll be able to see Conan.
enthusiasm,"so bored  Gonna go to the Carnival and get an all day pass tomorrow. Excited for that, but very bored today."
enthusiasm,@zachsang  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now
enthusiasm,This day jus keeps getting better and better  FML
enthusiasm,"@grypes noooo! Little piggies.  i'll vote anyway, hmpf. We need to hang out soon pls. :hugs!:"
enthusiasm,I really want to go see UP!  haha. Tooo cute! (:
enthusiasm,@ce_ci Im not reasonable... It's 1:35am now and gotta wake up early tomorrow on my first day of holidays!  have a great evening!
enthusiasm,@vickytcobra ohhh wonder what happened?
enthusiasm,been in bed for two days with migraines
enthusiasm,Off to ambers...a weekend of labour and hard work ahead!
enthusiasm,@NikkiBenz cool !! actually i believe T.I. has just begun his jail sentence in arkansas
enthusiasm,@kemiFRESH i mean we mite do sumthn.... what u doin hope i get 2 c u b4 u head bak
enthusiasm,Ok so any ideas of what to do tomorrow to make it fun? Cause i dont know what to do
enthusiasm,"I REALLY WANT TO GO TO artesia , cerritos on sunday for QUEST! LOL. imma die if i dont"
enthusiasm,I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around
enthusiasm,"is sore from weight lifting  However, it's the good kind of sore that gives you man-boobs you can move with the power of your mind alone!"
enthusiasm,Is too hot and tummy ache so can't sleep  lots of chem to do tomorro but at least bgt final to look forward to!
enthusiasm,"Apparently Paige is partying with Rose Jenn and Adam again, without me   My child has such a wild imagination.  ;)"
enthusiasm,Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores
enthusiasm,Watching &quot;P.S. I love you&quot;. Eating chinese food. What else is there to do when you're home alone on a Friday night!
enthusiasm,@dnbchik ohhh that cant be very fun    but hell you manned it up!!   looks like you got some shit done today!!
enthusiasm,@giselle2323 - Hopefully he won't discover all of my soap opera tweets.
enthusiasm,"@dino2gnt Yeah, I'm getting ready to go get pizza. Then nothing to do  Maybe @hazard_2gnt will want to play Xbox."
enthusiasm,"@soxdeepinstatic  i know, i would've liked to have been able to play with you all spring semester  meeting was good, just an introduction"
enthusiasm,"@AuthorSaoirse_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it's no longer operational :|"
enthusiasm,wishing I was attending #beatweetup I even bought a badge
enthusiasm,Rushed to get to ups and they close at 7... I got here at 705 after making a wrong turn
enthusiasm,@LovelyAaris That's not fair! I'm hungry as hell
enthusiasm,@iAlejandro: unfortunately not.  I have to take it to a repair shop or replace it.
enthusiasm,@Jon_Aston Still looking  I filled out quite a few applications last week and once I get home I'll continue.
enthusiasm,@albertposis congratulations ! you guys finish a month early than we do. booo
enthusiasm,"Double rainbow above the Organs. Pretty, but doesn't take the edge off my $460 grocery tab."
enthusiasm,@souljaboytellem holllaaa.. i dont know what ur up doing but im trying to finish up some work for school... bout to go to bed though
enthusiasm,"@_everaldo on my MacBook I run Linux with Parallels and on my iMac I use VMware Fusion and both are great, especially in &quot;Unity&quot;-mode."
enthusiasm,@carmenforward no way - those are great words.  Boys don't get to own them.    Oh and was it your bday?
enthusiasm,im still waitin for my girl to come home...i wanna go shopping
enthusiasm,"@oliyoung it's stable, faster than 2.x and working."
enthusiasm,"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr"
enthusiasm,"@BearNoiz Played An.World, played Flashback, played Starcon 2, played Fallout, played every Psygnosis game out for the Amiga and the ST"
enthusiasm,morning everyone! another dat of school
enthusiasm,"@JuwalBose oops, eldhose bhai uploaded the same too, Did you read the hindu's article on BarCamp? Binny rocks man"
enthusiasm,@ginny9577 I'm researching NYC stuff.
enthusiasm,really really wants to go and see Coraline.
enthusiasm,@Somaya_Reece naw missed it and the video cool looking sexy
enthusiasm,"@TerriCook  Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good"
enthusiasm,@mileycyrus i dnt think i can ever get tired of&quot;The Climb&quot;its just 1 of those sngs u'll always remember  ...
enthusiasm,"I go to &quot;User Experience Roundtable Hamburg - Detlev Fischer on Accessibility, BITV Test&quot; https://www.xing.com/events/333622 Don't miss!"
enthusiasm,"@JennaMadison Ooh, coffee!  Great idea...  want one??"
enthusiasm,@onein36million Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
enthusiasm,@AlviHalderman Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
enthusiasm,"@mafraederscheid did the house sale go OK? Hope so, really like your daily painting today, have a creative day"
enthusiasm,MY GOSHHH :3 A NEW FOLLOWER  hi there! i won't rape you! i lie. &gt;:]
enthusiasm,"Editors read this and nod, writers read this and take notes.  http://tinyurl.com/crm4c2"
enthusiasm,"@Trekkygeek Aye, May the 4th be with you"
enthusiasm,I like airports.  I can't fucking wait until friday! I want it to be friday right freakin now!
enthusiasm,@chaddlesm Good Luck
enthusiasm,@dduane have you read Angels &amp; Demons? What do you think of it if you have? oh and beautiful sunny weather here in Provence.
enthusiasm,@wolf_gregor Great avatar
enthusiasm,"needs to stop taking photos with other people's cameras!  luckily, photos have been delivered"
enthusiasm,@Renee0579 Hope you did great - you certainly spent enough time studying.
enthusiasm,@sheiel I really like pink after I saw her live while in the new T-MOBILE Advert
enthusiasm,Download movie  Dollhouse http://tinyurl.com/crbe6n cool #movie
enthusiasm,@Hayday12 keith... im better now
enthusiasm,"Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up!!"
enthusiasm,Hey @deangeloredman yes! Praise Him! lol   (deangeloredman live &gt; http://ustre.am/2NlC)
enthusiasm,"@myepeenisbigger hey jesse, here's your background  let me know what you think! http://tinyurl.com/cf2yuj"
enthusiasm,@Moanikeala you outta follow zipz for discounts and updates
enthusiasm,@billingtonart Gone have my ears on it when I am at home ..plenty of painting for you as well
enthusiasm,@lewisking awww well iff uu are il see uu in townn  xx
enthusiasm,@marcoflores You're welcome!  How much longer until it's colored in?
enthusiasm,is trying to help save the earth. Let's plant more trees.
enthusiasm,"@Ah_Lex_Ah hey alexa, you heard right  looking forward to causing some mischief on friday!!"
enthusiasm,@LeesaLily oh ok thanks
enthusiasm,@runsenorun that frenchfry-corndog looks so delish! I WANT!!  Welcome back to Seattle!
enthusiasm,"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future"
enthusiasm,I beat 3 bosses in Castelvania
enthusiasm,"@DustBuny: being today and all, WE'RE GONNA USE THE FORCE to make it happen!"
enthusiasm,"@shawnieora I googled him &amp; looked @ a lot of sites... I should have checked here first.  How Exciting, for you both"
enthusiasm,"@shintabubu hey shinta!  i'm headed to bed now, but perhaps tomorrow night - when our hours overlap..."
enthusiasm,@TaraAlberto i'll be there tom promise! After our volley  when did they start? Wholeday? Or half?
enthusiasm,yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk
enthusiasm,@margotrobbie oh that makes sense! Well you are officially my first @reply from a celebrity!!
enthusiasm,@nichelady I am with you. -#FollowFriday is easy enough for those who are annoyed by it.  I recommend relatively few people anyway.
enthusiasm,"April showers bring May flowers, yea"
enthusiasm,I should have posted this for the world Pinhole day   I Love this picture. http://twitpic.com/4jb4d
enthusiasm,@textualoffender Good Luck.. mine 3rd day today !
enthusiasm,Half Marathon Training Day # 1 .........
enthusiasm,@rosehwang Very early and I am actually just going back for a little more rest ..... talk  with you a little later ....
enthusiasm,@keza34 yummy curry  save me some please lol
enthusiasm,hold on to what you've got
enthusiasm,"@sajal I meant you are not lazy, your work proves it"
enthusiasm,@jakeashley cant wait till ur may 22 show!!  u better stop by and hang out in newcastle  xx
enthusiasm,listening to faith spirituality and the internet
enthusiasm,@LeaLunacy Make a videoblog!
enthusiasm,shout outs to @SPAC3MAN!!!! good seein you tnite. WE takin over like DJ Khaled!
enthusiasm,@JonoH Did find it weird as I think u gave me a ff recommendation too. All sorted then. I can vote for legalisation of pot too if u want
enthusiasm,:: holy kraut. I canNOT stay up this late. But the book is done and in the author's in box.  Tucking in with kitty-boys now. Nighty-night.
enthusiasm,@racquel_xx i'm just about to start the second one  theres only two up yeah?
enthusiasm,@kfb1991 I can't really say much because none of it is set in stone.. but I'm planning a charity concert for Cystic Fibrosis
enthusiasm,Don't let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c
enthusiasm,Yay for bank holidays
enthusiasm,@ahoppi I hope you're tired for a good reason then
enthusiasm,Ken Wilber - Realistic Expectation of Integral Wisdom: http://tinyurl.com/clfzdx ...very interesting.  I don't mind the video quality.
enthusiasm,Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live
enthusiasm,@stephenfry gotta catch 'em all
enthusiasm,"@erry_reeves Thx Ri.. That's all because of His grace  Kalo ngga, aku uda nyerah dr awal, hehe.. His grace is enough.."
enthusiasm,I designed a new shirttttt.
enthusiasm,@veronica11258 ok i got you! Knight!
enthusiasm,@timscott2 Cool. Whenever I see someone is making so much. I tell them I WILLING to help them spend  So what's your deal?
enthusiasm,@colbyrne totally agree
enthusiasm,Ok Twitter - show me what your all about
enthusiasm,I just got a twitter account
enthusiasm,"@SonjaNorwood ,,, hey mom,,"
enthusiasm,@jeanettewang Nice! That would be a feat for me...The husband's out clocking some miles for Sundown too!
enthusiasm,you'll be good eloise
enthusiasm,@clarexsaula I am excited. Ashley and Matt should be here within the next half hour and that's when it all really starts for me.
enthusiasm,@ddlovato how was bamboozle? i wish i could've gone. &amp;&amp; have you worked with laurie ann gibson? she told me you guys worked together
enthusiasm,@StaciJShelton Well tell me what fashion tips you need and I'm your woman  hehehe
